Majority_protein_IDs	Fasta_headers	Score	id	Phospho_(STY)_site_IDs	Description	Gene_name	Uniprot_ID
REV__tr|A0A024R1N1|A0A024R1N1_HUMAN;REV__sp|P35579|MYH9_HUMAN;REV__tr|A0A0U4BW16|A0A0U4BW16_HUMAN;REV__tr|Q6ZNL4|Q6ZNL4_HUMAN;REV__tr|Q86XU5|Q86XU5_HUMAN	tr|A0A024R1N1|A0A024R1N1_HUMAN Myosin, heavy polypeptide 9, non-muscle, isoform CRA_a OS=Homo sapiens OX=9606 GN=MYH9 PE=3 SV=1;sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4;tr|A0A0U4BW16|A0A0U4BW16_HUMAN Non-muscle myosin heavy c	3.7059	90	NA	Myosin, heavy polypeptide 9, non-muscle, isoform CRA_a	MYH9	A0A024R1N1
REV__tr|V9GZL3|V9GZL3_HUMAN;REV__tr|B4DDZ5|B4DDZ5_HUMAN;REV__tr|B4DRH6|B4DRH6_HUMAN;REV__tr|A0A2R8Y4F5|A0A2R8Y4F5_HUMAN;REV__tr|E9KL44|E9KL44_HUMAN;REV__sp|P40939|ECHA_HUMAN;REV__tr|H0YFD6|H0YFD6_HUMAN	tr|V9GZL3|V9GZL3_HUMAN GBP OS=Homo sapiens OX=9606 PE=4 SV=1;tr|B4DDZ5|B4DDZ5_HUMAN cDNA FLJ53969, highly similar to Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 PE=2 SV=1;tr|B4DRH6|B4DRH6_HUMAN cDNA FLJ54509, highly similar to	2.0777	91	NA	GBP	NA	V9GZL3
REV__tr|B4DYG5|B4DYG5_HUMAN;REV__sp|P42356|PI4KA_HUMAN;REV__tr|Q4LE69|Q4LE69_HUMAN;REV__tr|B2RBS0|B2RBS0_HUMAN;REV__tr|A0A140VK35|A0A140VK35_HUMAN;REV__tr|B4DSG9|B4DSG9_HUMAN;REV__tr|B4DQC6|B4DQC6_HUMAN;REV__sp|A4QPH2|PI4P2_HUMAN	tr|B4DYG5|B4DYG5_HUMAN cDNA FLJ60960, highly similar to Phosphatidylinositol 4-kinase alpha OS=Homo sapiens OX=9606 PE=2 SV=1;sp|P42356|PI4KA_HUMAN Phosphatidylinositol 4-kinase alpha OS=Homo sapiens OX=9606 GN=PI4KA PE=1 SV=4;tr|Q4LE69|Q4LE69_HUMAN PIK4CA	2.5395	92	40	cDNA FLJ60960, highly similar to Phosphatidylinositol 4-kinase alpha	PI4KA	B4DYG5
REV__sp|P43355|MAGA1_HUMAN;REV__tr|Q8WWH6|Q8WWH6_HUMAN	sp|P43355|MAGA1_HUMAN Melanoma-associated antigen 1 OS=Homo sapiens OX=9606 GN=MAGEA1 PE=1 SV=1;tr|Q8WWH6|Q8WWH6_HUMAN Tumor antigen MAGE-N OS=Homo sapiens OX=9606 PE=2 SV=1	2.6897	93	NA	Melanoma-associated antigen 1	MAGEA1	P43355
REV__tr|F5H2L2|F5H2L2_HUMAN;REV__tr|F8WA66|F8WA66_HUMAN;REV__tr|F8WD97|F8WD97_HUMAN;REV__tr|A0A024RAV2|A0A024RAV2_HUMAN;REV__sp|P46063|RECQ1_HUMAN	tr|F5H2L2|F5H2L2_HUMAN ATP-dependent DNA helicase Q1 (Fragment) OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=1;tr|F8WA66|F8WA66_HUMAN ATP-dependent DNA helicase Q1 (Fragment) OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=1;tr|F8WD97|F8WD97_HUMAN ATP-dependent DNA h	-2	94	7178	ATP-dependent DNA helicase Q1 (Fragment)	RECQL	F5H2L2
REV__sp|P53794|SC5A3_HUMAN	sp|P53794|SC5A3_HUMAN Sodium/myo-inositol cotransporter OS=Homo sapiens OX=9606 GN=SLC5A3 PE=1 SV=2	-2	95	41	Sodium/myo-inositol cotransporter	SLC5A3	P53794
REV__tr|A0A0C4DG94|A0A0C4DG94_HUMAN;REV__tr|B4DKX1|B4DKX1_HUMAN;REV__tr|Q6PJ25|Q6PJ25_HUMAN;REV__tr|H0Y547|H0Y547_HUMAN;REV__sp|P98196|AT11A_HUMAN;REV__sp|Q9Y2G3|AT11B_HUMAN;REV__tr|E9PEJ6|E9PEJ6_HUMAN	tr|A0A0C4DG94|A0A0C4DG94_HUMAN Probable phospholipid-transporting ATPase IF OS=Homo sapiens OX=9606 GN=ATP11B PE=1 SV=1;tr|B4DKX1|B4DKX1_HUMAN cDNA FLJ60651, highly similar to Probable phospholipid-transporting ATPase IF OS=Homo sapiens OX=9606 PE=2 SV=1;t	3.7044	96	NA	Probable phospholipid-transporting ATPase IF	ATP11B	A0A0C4DG94
REV__tr|F6RJN6|F6RJN6_HUMAN;REV__tr|B7Z1D7|B7Z1D7_HUMAN;REV__tr|A6MW54|A6MW54_HUMAN;REV__tr|B0FYA9|B0FYA9_HUMAN;REV__tr|E7EX30|E7EX30_HUMAN;REV__tr|A6MW56|A6MW56_HUMAN;REV__tr|B7Z1E3|B7Z1E3_HUMAN;REV__tr|A6MW55|A6MW55_HUMAN;REV__tr|E3SFM9|E3SFM9_HUMAN;REV__tr|Q7RTW3|Q7RTW3_HUMAN;REV__tr|Q7RTV8|Q7RTV8_HUMAN;REV__tr|B9EK51|B9EK51_HUMAN;REV__sp|Q02297|NRG1_HUMAN;REV__tr|Q7RTW4|Q7RTW4_HUMAN;REV__tr|H0YBA3|H0YBA3_HUMAN	tr|F6RJN6|F6RJN6_HUMAN Pro-neuregulin-1, membrane-bound isoform OS=Homo sapiens OX=9606 GN=NRG1 PE=1 SV=1;tr|B7Z1D7|B7Z1D7_HUMAN cDNA FLJ52471, highly similar to Homo sapiens neuregulin 1 (NRG1), transcript variant ndf43, mRNA OS=Homo sapiens OX=9606 PE=2	-2	97	42;43	Pro-neuregulin-1, membrane-bound isoform	NRG1	F6RJN6
REV__sp|Q02388|CO7A1_HUMAN	sp|Q02388|CO7A1_HUMAN Collagen alpha-1(VII) chain OS=Homo sapiens OX=9606 GN=COL7A1 PE=1 SV=2	-2	98	44	Collagen alpha-1(VII) chain	COL7A1	Q02388
REV__tr|E9PHM6|E9PHM6_HUMAN;REV__tr|F6QMI7|F6QMI7_HUMAN;REV__tr|F8W9J4|F8W9J4_HUMAN;REV__sp|Q03001|DYST_HUMAN;REV__tr|A0A0U1RQJ2|A0A0U1RQJ2_HUMAN	tr|E9PHM6|E9PHM6_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=3;tr|F6QMI7|F6QMI7_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=2;tr|F8W9J4|F8W9J4_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=1;sp|Q03001|DYST_HUMAN Dystonin OS=Homo	3.5062	99	NA	Dystonin	DST	E9PHM6
REV__tr|A0A087WZ06|A0A087WZ06_HUMAN;REV__tr|A0A384MR07|A0A384MR07_HUMAN;REV__sp|Q13188|STK3_HUMAN	tr|A0A087WZ06|A0A087WZ06_HUMAN Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=1;tr|A0A384MR07|A0A384MR07_HUMAN Epididymis secretory sperm binding protein OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q13188|STK3_HUMAN Serine/threonine-pro	2.8195	100	NA	Serine/threonine-protein kinase 3	STK3	A0A087WZ06
REV__tr|B5MCN7|B5MCN7_HUMAN;REV__tr|A8K1V4|A8K1V4_HUMAN;REV__sp|Q15788|NCOA1_HUMAN	tr|B5MCN7|B5MCN7_HUMAN Nuclear receptor coactivator 1 OS=Homo sapiens OX=9606 GN=NCOA1 PE=1 SV=1;tr|A8K1V4|A8K1V4_HUMAN Nuclear receptor coactivator OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q15788|NCOA1_HUMAN Nuclear receptor coactivator 1 OS=Homo sapiens OX=9	-2	101	NA	Nuclear receptor coactivator 1	NCOA1	B5MCN7
REV__sp|Q2M2E3|ODFP4_HUMAN	sp|Q2M2E3|ODFP4_HUMAN Outer dense fiber protein 4 OS=Homo sapiens OX=9606 GN=ODF4 PE=1 SV=2	-2	102	45;46;47	Outer dense fiber protein 4	ODF4	Q2M2E3
REV__sp|Q538Z0|LUZP6_HUMAN	sp|Q538Z0|LUZP6_HUMAN Leucine zipper protein 6 OS=Homo sapiens OX=9606 GN=LUZP6 PE=1 SV=1	-2	103	48	Leucine zipper protein 6	LUZP6	Q538Z0
REV__tr|A8KAA2|A8KAA2_HUMAN;REV__tr|A8K572|A8K572_HUMAN;REV__sp|Q5JST6|EFHC2_HUMAN	tr|A8KAA2|A8KAA2_HUMAN cDNA FLJ76485, highly similar to Homo sapiens EF-hand domain (C-terminal) containing 2 (EFHC2), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;tr|A8K572|A8K572_HUMAN cDNA FLJ78473, highly similar to Homo sapiens EF-hand domain (C-terminal) c	-2	104	49	cDNA FLJ76485, highly similar to Homo sapiens EF-hand domain (C-terminal) containing 2 (EFHC2), mRNA	NA	A8KAA2
REV__tr|A0A0A0MSP7|A0A0A0MSP7_HUMAN;REV__sp|Q5JV73|FRPD3_HUMAN	tr|A0A0A0MSP7|A0A0A0MSP7_HUMAN FERM and PDZ domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=FRMPD3 PE=1 SV=1;sp|Q5JV73|FRPD3_HUMAN FERM and PDZ domain-containing protein 3 OS=Homo sapiens OX=9606 GN=FRMPD3 PE=2 SV=2	3.4294	105	NA	FERM and PDZ domain-containing protein 3 (Fragment)	FRMPD3	A0A0A0MSP7
REV__tr|A0A087X0C1|A0A087X0C1_HUMAN;REV__sp|Q5JYT7|K1755_HUMAN	tr|A0A087X0C1|A0A087X0C1_HUMAN Uncharacterized protein KIAA1755 OS=Homo sapiens OX=9606 GN=KIAA1755 PE=1 SV=1;sp|Q5JYT7|K1755_HUMAN Uncharacterized protein KIAA1755 OS=Homo sapiens OX=9606 GN=KIAA1755 PE=2 SV=2	2.2748	106	NA	Uncharacterized protein KIAA1755	KIAA1755	A0A087X0C1
REV__tr|A0A1W2PQY2|A0A1W2PQY2_HUMAN;REV__sp|Q5T011|SZT2_HUMAN	tr|A0A1W2PQY2|A0A1W2PQY2_HUMAN KICSTOR complex protein SZT2 (Fragment) OS=Homo sapiens OX=9606 GN=SZT2 PE=1 SV=1;sp|Q5T011|SZT2_HUMAN KICSTOR complex protein SZT2 OS=Homo sapiens OX=9606 GN=SZT2 PE=1 SV=3	-2	107	50	KICSTOR complex protein SZT2 (Fragment)	SZT2	A0A1W2PQY2
REV__tr|B1AM31|B1AM31_HUMAN;REV__sp|Q5T1B0|AXDN1_HUMAN	tr|B1AM31|B1AM31_HUMAN Axonemal dynein light chain domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=AXDND1 PE=1 SV=1;sp|Q5T1B0|AXDN1_HUMAN Axonemal dynein light chain domain-containing protein 1 OS=Homo sapiens OX=9606 GN=AXDND1 PE=2 SV=1	-2	108	51	Axonemal dynein light chain domain-containing protein 1 (Fragment)	AXDND1	B1AM31
REV__sp|Q5T1H1|EYS_HUMAN	sp|Q5T1H1|EYS_HUMAN Protein eyes shut homolog OS=Homo sapiens OX=9606 GN=EYS PE=1 SV=5	-2	109	52;53	Protein eyes shut homolog	EYS	Q5T1H1
REV__sp|Q5T4S7|UBR4_HUMAN;REV__tr|A0A0A0MSW0|A0A0A0MSW0_HUMAN	sp|Q5T4S7|UBR4_HUMAN E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1;tr|A0A0A0MSW0|A0A0A0MSW0_HUMAN E3 ubiquitin-protein ligase UBR4 (Fragment) OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1	2.3591	110	54	E3 ubiquitin-protein ligase UBR4	UBR4	Q5T4S7
REV__tr|Q08E77|Q08E77_HUMAN;REV__tr|A0A024RDV0|A0A024RDV0_HUMAN;REV__sp|Q5TAP6|UT14C_HUMAN	tr|Q08E77|Q08E77_HUMAN UTP14, U3 small nucleolar ribonucleoprotein, homolog C (Yeast) OS=Homo sapiens OX=9606 GN=UTP14C PE=1 SV=1;tr|A0A024RDV0|A0A024RDV0_HUMAN HCG1811699, isoform CRA_a OS=Homo sapiens OX=9606 GN=hCG_1811699 PE=4 SV=1;sp|Q5TAP6|UT14C_HUMA	-2	111	55	UTP14, U3 small nucleolar ribonucleoprotein, homolog C (Yeast)	UTP14C	Q08E77
REV__sp|Q5TCZ1|SPD2A_HUMAN	sp|Q5TCZ1|SPD2A_HUMAN SH3 and PX domain-containing protein 2A OS=Homo sapiens OX=9606 GN=SH3PXD2A PE=1 SV=1	-2	112	NA	SH3 and PX domain-containing protein 2A	SH3PXD2A	Q5TCZ1
REV__tr|B3KV72|B3KV72_HUMAN;REV__tr|R4GMY1|R4GMY1_HUMAN;REV__sp|Q5VYK3|ECM29_HUMAN;REV__tr|J3KN16|J3KN16_HUMAN	tr|B3KV72|B3KV72_HUMAN cDNA FLJ16204 fis, clone CTONG2019232, highly similar to Proteasome-associated protein ECM29 homolog (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;tr|R4GMY1|R4GMY1_HUMAN Proteasome adapter and scaffold protein ECM29 (Fragment) OS=Homo	-2	113	56	cDNA FLJ16204 fis, clone CTONG2019232, highly similar to Proteasome-associated protein ECM29 homolog (Fragment)	NA	B3KV72
REV__tr|E9PMM0|E9PMM0_HUMAN;REV__sp|Q63ZE4|S22AA_HUMAN	tr|E9PMM0|E9PMM0_HUMAN Solute carrier family 22 member 10 OS=Homo sapiens OX=9606 GN=SLC22A10 PE=4 SV=1;sp|Q63ZE4|S22AA_HUMAN Solute carrier family 22 member 10 OS=Homo sapiens OX=9606 GN=SLC22A10 PE=2 SV=2	-2	114	NA	Solute carrier family 22 member 10	SLC22A10	E9PMM0
REV__sp|Q6BDI9|REP15_HUMAN	sp|Q6BDI9|REP15_HUMAN Rab15 effector protein OS=Homo sapiens OX=9606 GN=REP15 PE=1 SV=4	-2	115	57	Rab15 effector protein	REP15	Q6BDI9
REV__sp|Q6IQ23|PKHA7_HUMAN;REV__tr|E9PKC0|E9PKC0_HUMAN	sp|Q6IQ23|PKHA7_HUMAN Pleckstrin homology domain-containing family A member 7 OS=Homo sapiens OX=9606 GN=PLEKHA7 PE=1 SV=2;tr|E9PKC0|E9PKC0_HUMAN Pleckstrin homology domain-containing family A member 7 OS=Homo sapiens OX=9606 GN=PLEKHA7 PE=1 SV=1	2.4486	116	NA	Pleckstrin homology domain-containing family A member 7	PLEKHA7	Q6IQ23
REV__sp|Q6P1M9|ARMX5_HUMAN	sp|Q6P1M9|ARMX5_HUMAN Armadillo repeat-containing X-linked protein 5 OS=Homo sapiens OX=9606 GN=ARMCX5 PE=1 SV=1	-2	117	58	Armadillo repeat-containing X-linked protein 5	ARMCX5	Q6P1M9
REV__tr|A0A087WUB0|A0A087WUB0_HUMAN;REV__tr|H3BR17|H3BR17_HUMAN;REV__tr|B3KQY7|B3KQY7_HUMAN;REV__sp|Q6Q0C0|TRAF7_HUMAN	tr|A0A087WUB0|A0A087WUB0_HUMAN E3 ubiquitin-protein ligase TRAF7 OS=Homo sapiens OX=9606 GN=TRAF7 PE=1 SV=1;tr|H3BR17|H3BR17_HUMAN E3 ubiquitin-protein ligase TRAF7 (Fragment) OS=Homo sapiens OX=9606 GN=TRAF7 PE=1 SV=1;tr|B3KQY7|B3KQY7_HUMAN cDNA FLJ33305	-2	118	59;60	E3 ubiquitin-protein ligase TRAF7	TRAF7	A0A087WUB0
REV__sp|Q6V0I7|FAT4_HUMAN	sp|Q6V0I7|FAT4_HUMAN Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2	2.9917	119	NA	Protocadherin Fat 4	FAT4	Q6V0I7
REV__sp|Q6ZMV5|P4R3C_HUMAN	sp|Q6ZMV5|P4R3C_HUMAN Protein PPP4R3C OS=Homo sapiens OX=9606 GN=PPP4R3C PE=2 SV=3	-2	120	NA	Protein PPP4R3C	PPP4R3C	Q6ZMV5
REV__sp|Q6ZWB6|KCTD8_HUMAN	sp|Q6ZWB6|KCTD8_HUMAN BTB/POZ domain-containing protein KCTD8 OS=Homo sapiens OX=9606 GN=KCTD8 PE=2 SV=1	2.0325	121	NA	BTB/POZ domain-containing protein KCTD8	KCTD8	Q6ZWB6
REV__tr|M0QY43|M0QY43_HUMAN;REV__sp|Q7Z406|MYH14_HUMAN	tr|M0QY43|M0QY43_HUMAN Myosin-14 (Fragment) OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=8;sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2	-2	122	61	Myosin-14 (Fragment)	MYH14	M0QY43
REV__sp|Q7Z5P9|MUC19_HUMAN	sp|Q7Z5P9|MUC19_HUMAN Mucin-19 OS=Homo sapiens OX=9606 GN=MUC19 PE=1 SV=3	2.2819	123	NA	Mucin-19	MUC19	Q7Z5P9
REV__tr|H0Y5B5|H0Y5B5_HUMAN;REV__tr|E7EVG2|E7EVG2_HUMAN;REV__sp|Q86U86|PB1_HUMAN	tr|H0Y5B5|H0Y5B5_HUMAN Protein polybromo-1 (Fragment) OS=Homo sapiens OX=9606 GN=PBRM1 PE=1 SV=1;tr|E7EVG2|E7EVG2_HUMAN Protein polybromo-1 (Fragment) OS=Homo sapiens OX=9606 GN=PBRM1 PE=1 SV=8;sp|Q86U86|PB1_HUMAN Protein polybromo-1 OS=Homo sapiens OX=960	2.1591	124	NA	Protein polybromo-1 (Fragment)	PBRM1	H0Y5B5
REV__sp|Q86V42|F124A_HUMAN	sp|Q86V42|F124A_HUMAN Protein FAM124A OS=Homo sapiens OX=9606 GN=FAM124A PE=1 SV=1	-2	125	62	Protein FAM124A	FAM124A	Q86V42
REV__sp|Q86XH1|DRC11_HUMAN;REV__tr|B4DIF4|B4DIF4_HUMAN;REV__tr|A0A0A0MSY6|A0A0A0MSY6_HUMAN	sp|Q86XH1|DRC11_HUMAN Dynein regulatory complex protein 11 OS=Homo sapiens OX=9606 GN=IQCA1 PE=2 SV=1;tr|B4DIF4|B4DIF4_HUMAN cDNA FLJ58100, highly similar to Homo sapiens IQ motif containing with AAA domain (IQCA), mRNA (Fragment) OS=Homo sapiens OX=9606 P	-2	126	63	Dynein regulatory complex protein 11	IQCA1	Q86XH1
REV__tr|A0A0J9YY17|A0A0J9YY17_HUMAN;REV__tr|B0I1S1|B0I1S1_HUMAN;REV__sp|Q8IVF4|DYH10_HUMAN;REV__tr|A0A1C7CYW8|A0A1C7CYW8_HUMAN;REV__tr|H0YGZ2|H0YGZ2_HUMAN	tr|A0A0J9YY17|A0A0J9YY17_HUMAN Dynein heavy chain 10, axonemal (Fragment) OS=Homo sapiens OX=9606 GN=DNAH10 PE=1 SV=1;tr|B0I1S1|B0I1S1_HUMAN DNAH10 variant protein (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8IVF4|DYH10_HUMAN Dynein heavy chain 10, ax	2.508	127	7179;7180	Dynein heavy chain 10, axonemal (Fragment)	DNAH10	A0A0J9YY17
REV__tr|B4DQM6|B4DQM6_HUMAN;REV__sp|Q8IYD1|ERF3B_HUMAN;REV__tr|H3BR35|H3BR35_HUMAN;REV__tr|Q7KZX8|Q7KZX8_HUMAN;REV__tr|B2RCT6|B2RCT6_HUMAN;REV__sp|P15170|ERF3A_HUMAN	tr|B4DQM6|B4DQM6_HUMAN cDNA FLJ55563, highly similar to Homo sapiens G1 to S phase transition 2 (GSPT2), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8IYD1|ERF3B_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606	3.126	128	NA	cDNA FLJ55563, highly similar to Homo sapiens G1 to S phase transition 2 (GSPT2), mRNA	NA	B4DQM6
REV__tr|J3KS56|J3KS56_HUMAN;REV__tr|I7HAS0|I7HAS0_HUMAN;REV__tr|I7GY12|I7GY12_HUMAN;REV__sp|Q8IYD9|LAS2_HUMAN	tr|J3KS56|J3KS56_HUMAN Chromosome 18 open reading frame 54 OS=Homo sapiens OX=9606 GN=C18orf54 PE=4 SV=1;tr|I7HAS0|I7HAS0_HUMAN Chromosome 18 open reading frame 54 OS=Homo sapiens OX=9606 GN=C18orf54 PE=1 SV=1;tr|I7GY12|I7GY12_HUMAN Uncharacterized protein	-2	129	64	Chromosome 18 open reading frame 54	C18orf54	J3KS56
REV__tr|B3KSB5|B3KSB5_HUMAN;REV__tr|A0A024R129|A0A024R129_HUMAN;REV__sp|Q8IYM0|F186B_HUMAN	tr|B3KSB5|B3KSB5_HUMAN cDNA FLJ35923 fis, clone TESTI2010724 OS=Homo sapiens OX=9606 PE=2 SV=1;tr|A0A024R129|A0A024R129_HUMAN Chromosome 12 open reading frame 25, isoform CRA_a OS=Homo sapiens OX=9606 GN=C12orf25 PE=4 SV=1;sp|Q8IYM0|F186B_HUMAN Protein FAM	2.7095	130	65	cDNA FLJ35923 fis, clone TESTI2010724	C12orf25	B3KSB5
REV__tr|B3KM85|B3KM85_HUMAN;REV__tr|Q5VYL4|Q5VYL4_HUMAN;REV__tr|B3KWI2|B3KWI2_HUMAN;REV__sp|Q8IZT6|ASPM_HUMAN	tr|B3KM85|B3KM85_HUMAN cDNA FLJ10518 fis, clone NT2RP2000814, highly similar to Abnormal spindle-like microcephaly-associated protein (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;tr|Q5VYL4|Q5VYL4_HUMAN Abnormal spindle-like microcephaly-associated protein	-2	131	66	cDNA FLJ10518 fis, clone NT2RP2000814, highly similar to Abnormal spindle-like microcephaly-associated protein (Fragment)	NA	B3KM85
REV__tr|I6L9E3|I6L9E3_HUMAN;REV__tr|J3KNJ7|J3KNJ7_HUMAN;REV__tr|A8K1T6|A8K1T6_HUMAN;REV__sp|Q8N3J2|METL4_HUMAN	tr|I6L9E3|I6L9E3_HUMAN METTL4 protein (Fragment) OS=Homo sapiens OX=9606 GN=METTL4 PE=2 SV=1;tr|J3KNJ7|J3KNJ7_HUMAN Methyltransferase-like protein 4 OS=Homo sapiens OX=9606 GN=METTL4 PE=1 SV=1;tr|A8K1T6|A8K1T6_HUMAN cDNA FLJ77270, highly similar to Homo sa	-2	132	67	METTL4 protein (Fragment)	METTL4	I6L9E3
REV__sp|Q8N8K9|K1958_HUMAN	sp|Q8N8K9|K1958_HUMAN Uncharacterized protein KIAA1958 OS=Homo sapiens OX=9606 GN=KIAA1958 PE=1 SV=1	-2	133	68	Uncharacterized protein KIAA1958	KIAA1958	Q8N8K9
REV__sp|Q8N998|CCD89_HUMAN	sp|Q8N998|CCD89_HUMAN Coiled-coil domain-containing protein 89 OS=Homo sapiens OX=9606 GN=CCDC89 PE=2 SV=1	2.2373	134	NA	Coiled-coil domain-containing protein 89	CCDC89	Q8N998
REV__sp|Q8NB14|UBP38_HUMAN	sp|Q8NB14|UBP38_HUMAN Ubiquitin carboxyl-terminal hydrolase 38 OS=Homo sapiens OX=9606 GN=USP38 PE=1 SV=2	-2	135	69;70	Ubiquitin carboxyl-terminal hydrolase 38	USP38	Q8NB14
REV__tr|H3BP51|H3BP51_HUMAN;REV__tr|A0A140VJN4|A0A140VJN4_HUMAN;REV__sp|Q8NEP3|DAAF1_HUMAN	tr|H3BP51|H3BP51_HUMAN Dynein assembly factor 1, axonemal OS=Homo sapiens OX=9606 GN=DNAAF1 PE=1 SV=1;tr|A0A140VJN4|A0A140VJN4_HUMAN Dynein assembly factor 1, axonemal OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8NEP3|DAAF1_HUMAN Dynein assembly factor 1, axonem	-2	136	71	Dynein assembly factor 1, axonemal	DNAAF1	H3BP51
REV__tr|B3KN23|B3KN23_HUMAN;REV__tr|E7ETX0|E7ETX0_HUMAN;REV__tr|B4DQR3|B4DQR3_HUMAN;REV__tr|A0A1B0GTM1|A0A1B0GTM1_HUMAN;REV__tr|A0A1B0GUM5|A0A1B0GUM5_HUMAN;REV__sp|Q8NHX9|TPC2_HUMAN	tr|B3KN23|B3KN23_HUMAN cDNA FLJ13304 fis, clone OVARC1001391, highly similar to Homo sapiens two pore segment channel 2 (TPCN2), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;tr|E7ETX0|E7ETX0_HUMAN Two pore calcium channel protein 2 OS=Homo sapiens OX=9606 GN=TPC	2.7148	137	NA	cDNA FLJ13304 fis, clone OVARC1001391, highly similar to Homo sapiens two pore segment channel 2 (TPCN2), mRNA	NA	B3KN23
REV__tr|A0A024R375|A0A024R375_HUMAN;REV__sp|Q8TDF5|NETO1_HUMAN	tr|A0A024R375|A0A024R375_HUMAN Neuropilin (NRP) and tolloid (TLL)-like 1, isoform CRA_a OS=Homo sapiens OX=9606 GN=NETO1 PE=4 SV=1;sp|Q8TDF5|NETO1_HUMAN Neuropilin and tolloid-like protein 1 OS=Homo sapiens OX=9606 GN=NETO1 PE=2 SV=2	-2	138	72	Neuropilin (NRP) and tolloid (TLL)-like 1, isoform CRA_a	NETO1	A0A024R375
REV__tr|A0A0C4DGK3|A0A0C4DGK3_HUMAN;REV__tr|G3V5X4|G3V5X4_HUMAN;REV__tr|A0A0A0MRE3|A0A0A0MRE3_HUMAN;REV__tr|D4YW74|D4YW74_HUMAN;REV__sp|Q8WXH0|SYNE2_HUMAN	tr|A0A0C4DGK3|A0A0C4DGK3_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=1;tr|G3V5X4|G3V5X4_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=1;tr|A0A0A0MRE3|A0A0A0MRE3_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=1;tr|D4YW74|D4	2.5142	139	NA	Nesprin-2	SYNE2	A0A0C4DGK3
REV__tr|D3DPF9|D3DPF9_HUMAN;REV__tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN;REV__tr|C0JYZ2|C0JYZ2_HUMAN;REV__sp|Q8WZ42|TITIN_HUMAN;REV__tr|D3DPG0|D3DPG0_HUMAN;REV__tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN	tr|D3DPF9|D3DPF9_HUMAN Titin, isoform CRA_b OS=Homo sapiens OX=9606 GN=TTN PE=4 SV=1;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|C0JYZ2|C0JYZ2_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=4 SV=1;sp|Q8WZ42|TITIN_HUMAN T	3.6769	140	NA	Titin, isoform CRA_b	TTN	D3DPF9
REV__tr|J3QQN0|J3QQN0_HUMAN;REV__tr|J3KTK1|J3KTK1_HUMAN;REV__sp|Q92539|LPIN2_HUMAN	tr|J3QQN0|J3QQN0_HUMAN Phosphatidate phosphatase LPIN2 (Fragment) OS=Homo sapiens OX=9606 GN=LPIN2 PE=1 SV=1;tr|J3KTK1|J3KTK1_HUMAN Phosphatidate phosphatase LPIN2 (Fragment) OS=Homo sapiens OX=9606 GN=LPIN2 PE=1 SV=8;sp|Q92539|LPIN2_HUMAN Phosphatidate ph	-2	141	73	Phosphatidate phosphatase LPIN2 (Fragment)	LPIN2	J3QQN0
